,PID,Inicio,Fin,PF,Seed
15500,I3Z1J2_BELBD,33,315,PF09822,1.0
15501,A3HXM5_9BACT,32,315,PF09822,1.0
15502,F9ZA83_ODOSD,265,548,PF09822,1.0
15503,R5PHQ5_9BACT,266,549,PF09822,1.0
15504,E4T4F5_PALPW,55,334,PF09822,1.0
15505,X5D865_9BACT,272,551,PF09822,1.0
15506,H8KNZ8_SOLCM,33,319,PF09822,1.0
15507,F4C6V5_SPHS2,271,553,PF09822,1.0
15508,F0S6H6_PSESL,32,316,PF09822,1.0
15509,C6Y3Y8_PEDHD,31,315,PF09822,1.0
15510,H1Y4C5_9SPHI,33,318,PF09822,1.0
15511,F4KQ44_HALH1,40,320,PF09822,1.0
15512,C7PDA9_CHIPD,33,317,PF09822,1.0
15513,G8TJW7_NIAKG,31,317,PF09822,1.0
15514,A8ZTT9_DESOH,33,469,PF09822,1.0
15515,I5B3R9_9DELT,33,461,PF09822,1.0
15516,D0MJJ4_RHOM4,31,287,PF09822,1.0
15517,D3PEH9_DEFDS,29,286,PF09822,1.0
15518,E3FXU7_STIAD,32,314,PF09822,1.0
15519,I4BAK1_TURPD,43,308,PF09822,1.0
15520,Y752_BORBU,31,287,PF09822,1.0
15521,F2NRT1_TRES6,258,518,PF09822,1.0
15522,F4LM41_TREBD,32,295,PF09822,1.0
15523,O83849_TREPA,29,287,PF09822,1.0
15524,S5ZJX1_9SPIO,33,291,PF09822,1.0
15525,Q73KV5_TREDE,29,287,PF09822,1.0
15526,F8F2P0_TRECH,30,287,PF09822,1.0
15527,F5YH03_TREPZ,30,287,PF09822,1.0
15528,H9UIZ8_SPIAZ,31,287,PF09822,1.0
15529,V5WHD0_9SPIO,32,288,PF09822,1.0
15530,G0GBC0_SPITZ,265,516,PF09822,1.0
15531,D5SMX4_PLAL2,281,564,PF09822,1.0
15532,F0SSK5_RUBBR,296,585,PF09822,1.0
15533,B3QTZ0_CHLT3,279,543,PF09822,1.0
15534,E8QZC2_ISOPI,315,592,PF09822,1.0
15535,L0DIQ4_SINAD,301,578,PF09822,1.0
15536,Q0BSV1_GRABC,67,345,PF09822,1.0
15537,V5SC89_9RHIZ,58,324,PF09822,1.0
15538,N0BF93_9RHIZ,55,320,PF09822,1.0
15539,F8JCC8_HYPSM,55,320,PF09822,1.0
15540,Q16C43_ROSDO,48,307,PF09822,1.0
15541,K7AQ86_9ALTE,33,301,PF09822,1.0
15542,Q15R40_PSEA6,33,301,PF09822,1.0
15543,H8KZZ7_FRAAD,40,318,PF09822,1.0
15544,R5QNS2_9PROT,39,306,PF09822,1.0
15545,Q608D1_METCA,35,309,PF09822,1.0
15546,A7HSY6_PARL1,38,310,PF09822,1.0
15547,Q0AKK5_MARMM,33,293,PF09822,1.0
15548,Q0BWG1_HYPNA,24,285,PF09822,1.0
15549,C6XKW2_HIRBI,33,293,PF09822,1.0
15550,E1VNP6_9GAMM,34,311,PF09822,1.0
15551,Q2SC60_HAHCH,30,297,PF09822,1.0
15552,M4WW08_9PSED,33,302,PF09822,1.0
15553,Q9HXX0_PSEAE,33,301,PF09822,1.0
15554,C1DSW7_AZOVD,33,301,PF09822,1.0
15555,A4VMZ3_PSEU5,33,299,PF09822,1.0
15556,S6AI36_PSERE,33,300,PF09822,1.0
15557,A4XWV9_PSEMY,33,300,PF09822,1.0
15558,Q9HWY8_PSEAE,34,292,PF09822,1.0
15559,I1XGZ4_METNJ,33,311,PF09822,1.0
15560,I1YI62_METFJ,33,311,PF09822,1.0
15561,R5QUF6_9PROT,41,305,PF09822,1.0
15562,R6HQC4_9PROT,36,300,PF09822,1.0
15563,R6JVE6_9PROT,42,301,PF09822,1.0
15564,J9Z0B5_9PROT,37,293,PF09822,1.0
15565,W0J0X1_9BACT,30,308,PF09822,1.0
15566,B2A0C2_OPITP,30,309,PF09822,1.0
15567,B8F9L9_DESAA,39,304,PF09822,1.0
15568,D5EN58_CORAD,285,551,PF09822,1.0
15569,D5ENZ5_CORAD,30,298,PF09822,1.0
15570,D5BNE4_PUNMI,290,557,PF09822,1.0
15571,V5RUE8_9BACT,273,524,PF09822,1.0
15572,B0VGS1_CLOAI,34,286,PF09822,1.0
15573,R5LC50_9SPIR,32,444,PF09822,1.0
15574,C0R004_BRAHW,32,444,PF09822,1.0
15575,A9G6G8_SORC5,35,318,PF09822,1.0
15576,Q2S358_SALRD,39,296,PF09822,1.0
15577,G0L904_ZOBGA,28,285,PF09822,1.0
15578,F9ZBA8_ODOSD,28,283,PF09822,1.0
15579,R5VC84_9BACT,28,285,PF09822,1.0
15580,F2ID01_FLUTR,37,340,PF09822,1.0
15581,H6L8T0_SAPGL,33,316,PF09822,1.0
60779,Q89P16_BRADU,23,227,PF01261,1.0
60780,O69950_STRCO,39,252,PF01261,1.0
60781,Q9Z4Z0_STRCO,23,234,PF01261,1.0
60782,Q7UGS2_RHOBA,42,259,PF01261,1.0
60783,Q8R8P7_CALS4,19,255,PF01261,1.0
60784,A9CGI1_AGRFC,25,232,PF01261,1.0
60785,Q98KE9_RHILO,26,227,PF01261,1.0
60786,Q98JL7_RHILO,19,254,PF01261,1.0
60787,A9CGI8_AGRFC,28,278,PF01261,1.0
60788,Q98GE8_RHILO,25,276,PF01261,1.0
60789,Q2YMQ3_BRUA2,29,278,PF01261,1.0
60790,Q9A7T9_CAUVC,28,280,PF01261,1.0
60791,O69946_STRCO,21,274,PF01261,1.0
60792,Q7US81_RHOBA,21,273,PF01261,1.0
60793,Q82CK8_STRAW,36,235,PF01261,1.0
60794,Q880Y2_PSESM,29,259,PF01261,1.0
60795,A9CL75_AGRFC,29,259,PF01261,1.0
60796,Q8XZZ8_RALSO,34,264,PF01261,1.0
60797,END4_STRAW,46,267,PF01261,1.0
60798,END4_MYCTU,13,214,PF01261,1.0
60799,END4_UREPA,24,244,PF01261,1.0
60800,END4_MYCPE,24,243,PF01261,1.0
60801,END4_MYCPN,21,238,PF01261,1.0
60802,END4_MYCGA,25,245,PF01261,1.0
60803,END4_MYCPU,20,235,PF01261,1.0
60804,END4_BACCR,20,238,PF01261,1.0
60805,END4_OCEIH,20,237,PF01261,1.0
60806,END4_ENTFA,19,236,PF01261,1.0
60807,END4_LACPL,20,237,PF01261,1.0
60808,END4_BIFLO,20,240,PF01261,1.0
60809,END4_HALSA,17,232,PF01261,1.0
60810,END4_THEMA,18,238,PF01261,1.0
60811,APN1_CAEEL,134,355,PF01261,1.0
60812,END4_DICDI,277,498,PF01261,1.0
60813,END4_PHOLL,18,239,PF01261,1.0
60814,END4_SHIDS,20,239,PF01261,1.0
60815,END4_BUCAI,18,239,PF01261,1.0
60816,END4_BUCBP,18,239,PF01261,1.0
60817,END4_HAEDU,18,239,PF01261,1.0
60818,END4_CHLTE,18,239,PF01261,1.0
60819,END4_VIBPA,27,248,PF01261,1.0
60820,END4_WOLSU,19,240,PF01261,1.0
60821,END4_BACTN,18,237,PF01261,1.0
60822,Q8SQT2_ENCCU,19,233,PF01261,1.0
60823,APN1_SCHPO,13,230,PF01261,1.0
60824,APN1_YEAST,31,252,PF01261,1.0
60825,G4UBY0_NEUT9,142,361,PF01261,1.0
60826,END4_CHLTR,26,247,PF01261,1.0
60827,END4_AQUAE,18,236,PF01261,1.0
60828,Q7U964_SYNPX,491,708,PF01261,1.0
60829,Q8F5Q4_LEPIN,489,708,PF01261,1.0
60830,Q82UC3_NITEU,486,704,PF01261,1.0
60831,Q82LI6_STRAW,31,241,PF01261,1.0
60832,HYI_DANRE,24,227,PF01261,1.0
60833,HYI_CAEEL,24,223,PF01261,1.0
60834,Q7QBM0_ANOGA,24,222,PF01261,1.0
60835,HYI_DROME,24,221,PF01261,1.0
60836,Q89R43_BRADU,21,217,PF01261,1.0
60837,Q92TW8_RHIME,21,217,PF01261,1.0
60838,Q8Y3G0_RALSO,21,219,PF01261,1.0
60839,Q9I5Y6_PSEAE,21,219,PF01261,1.0
60840,Q87V76_PSESM,21,219,PF01261,1.0
60841,OTNI_CUPNH,21,218,PF01261,1.0
60842,Q88F02_PSEPK,21,219,PF01261,1.0
60843,Q98N83_RHILO,21,219,PF01261,1.0
60844,Q8XUA9_RALSO,21,219,PF01261,1.0
60845,Q92TV8_RHIME,21,219,PF01261,1.0
60846,Q89QG1_BRADU,21,219,PF01261,1.0
60847,Q7N444_PHOLL,21,219,PF01261,1.0
60848,OTNI_HAEIN,21,219,PF01261,1.0
60849,Q9CL79_PASMU,21,219,PF01261,1.0
60850,OTNI_ECOLI,21,219,PF01261,1.0
60851,A6T8W2_KLEP7,12,209,PF01261,1.0
60852,Q8ZMG6_SALTY,21,219,PF01261,1.0
60853,Q2YLA2_BRUA2,21,218,PF01261,1.0
60854,Q0WHH1_YERPE,7,205,PF01261,1.0
60855,Q883L0_PSESM,18,218,PF01261,1.0
60856,Q9I6P6_PSEAE,18,218,PF01261,1.0
60857,Q8XQ86_RALSO,25,225,PF01261,1.0
60858,Q89VJ2_BRADU,19,219,PF01261,1.0
60859,Q7CV67_AGRFC,18,218,PF01261,1.0
60860,Q92TL8_RHIME,18,218,PF01261,1.0
60861,Q82M84_STRAW,18,218,PF01261,1.0
60862,Q8FSF2_COREF,18,218,PF01261,1.0
60863,Q8NT86_CORGL,18,218,PF01261,1.0
60864,3SHD_NEUCR,25,283,PF01261,1.0
60865,Q7SDA1_NEUCR,21,280,PF01261,1.0
60866,Q7UKL1_RHOBA,20,219,PF01261,1.0
60867,Q82CM9_STRAW,24,229,PF01261,1.0
60868,A9CEP9_AGRFC,23,226,PF01261,1.0
60869,Q92T58_RHIME,23,226,PF01261,1.0
60870,Q89RD0_BRADU,28,240,PF01261,1.0
60871,Q92YV0_RHIME,35,237,PF01261,1.0
60872,DPES_AGRFC,22,223,PF01261,1.0
60873,Q92YX3_RHIME,18,213,PF01261,1.0
60874,Q98GE7_RHILO,18,213,PF01261,1.0
60875,Y1304_SYNY3,28,225,PF01261,1.0
60876,Q92YX2_RHIME,22,220,PF01261,1.0
60877,Q98GF0_RHILO,22,220,PF01261,1.0
60878,Q93JA5_STRCO,20,222,PF01261,1.0
60879,Q8Y3K0_LISMO,19,219,PF01261,1.0
60880,YCJR_ECOLI,19,218,PF01261,1.0
60881,Q7UZ41_RHOBA,46,244,PF01261,1.0
60882,IOLO_THEMA,27,222,PF01261,1.0
60883,Q83FR3_TROWT,22,227,PF01261,1.0
60884,Q7MBX8_VIBVY,27,238,PF01261,1.0
60885,Q836I1_ENTFA,21,233,PF01261,1.0
60886,Q8DN98_STRR6,22,233,PF01261,1.0
60887,Q8DXN9_STRA5,22,233,PF01261,1.0
60888,ULAE_ECOLI,25,230,PF01261,1.0
60889,SGBU_ECOLI,23,234,PF01261,1.0
60890,Q7VKM3_HAEDU,23,234,PF01261,1.0
60891,SGBU_HAEIN,23,234,PF01261,1.0
60892,ULAE_MYCPN,42,247,PF01261,1.0
60893,Q98PX1_MYCPU,43,248,PF01261,1.0
60894,Q82CN4_STRAW,19,214,PF01261,1.0
60895,Q97UI8_SULSO,20,220,PF01261,1.0
60896,Q9A101_STRP1,20,230,PF01261,1.0
497258,T1HFX1_RHOPR,12,309,PF17681,1.0
497259,I0YQ42_COCSC,184,483,PF17681,1.0
497260,M2XJ75_GALSU,212,516,PF17681,1.0
497261,A0A152A556_9MYCE,69,377,PF17681,1.0
497262,J9I3F5_9SPIT,202,499,PF17681,1.0
497263,A0A177WTE9_BATDE,284,575,PF17681,1.0
497264,A0A0L0HFN0_SPIPN,253,546,PF17681,1.0
497265,A0A015K652_9GLOM,240,533,PF17681,1.0
497266,A0A0C9LW47_9FUNG,259,562,PF17681,1.0
497267,A0A0A1MZY2_9FUNG,222,516,PF17681,1.0
497268,I1BL86_RHIO9,83,377,PF17681,1.0
497269,I1BVC3_RHIO9,45,339,PF17681,1.0
497270,A0A162PXG4_PHYB8,5,307,PF17681,1.0
497271,M7XJF8_RHOT1,91,447,PF17681,1.0
497272,U5HD89_USTV1,227,604,PF17681,1.0
497273,I4YJR5_WALMC,66,391,PF17681,1.0
497274,A0A164ZTX1_9HOMO,48,383,PF17681,1.0
497275,G4TT98_SERID,166,497,PF17681,1.0
497276,A0A165R150_EXIGL,171,510,PF17681,1.0
497277,A0A166HBB6_9HOMO,168,509,PF17681,1.0
497278,A0A0C2XGJ1_AMAMU,52,394,PF17681,1.0
497279,A0A067NNF7_PLEOS,170,515,PF17681,1.0
497280,A0A0L6X0X6_9AGAR,173,521,PF17681,1.0
497281,A0A0D7BMP4_9AGAR,170,506,PF17681,1.0
497282,A0A0D0BTB9_9HOMO,166,502,PF17681,1.0
497283,F8QFA1_SERL3,163,510,PF17681,1.0
497284,K5XAN1_AGABU,167,506,PF17681,1.0
497285,A0A0D2PQ45_9AGAR,166,509,PF17681,1.0
497286,A0A0C9XYC3_9AGAR,159,504,PF17681,1.0
497287,A0A0H2SRN8_9HOMO,167,505,PF17681,1.0
497288,A0A067MZP7_9HOMO,174,524,PF17681,1.0
497289,A0A0K6GI74_9HOMO,182,524,PF17681,1.0
497290,A0A0J0XL24_9TREE,176,535,PF17681,1.0
497291,K1WD21_TRIAC,162,505,PF17681,1.0
497292,R7SB20_TREMS,17,350,PF17681,1.0
497293,A0A095EMH4_CRYGR,146,497,PF17681,1.0
497294,A0A066WQ66_9BASI,189,536,PF17681,1.0
497295,A0A0S6XCR4_9FUNG,229,524,PF17681,1.0
497296,U4LCU7_PYROM,246,554,PF17681,1.0
497297,A0A074WTG0_9PEZI,201,501,PF17681,1.0
497298,M2N0J7_BAUCO,212,508,PF17681,1.0
497299,A0A164ZFJ9_9PEZI,228,532,PF17681,1.0
497300,S8BK94_DACHA,200,509,PF17681,1.0
497301,U1HSC5_ENDPU,215,516,PF17681,1.0
497302,A0A0G2F4J4_9EURO,211,513,PF17681,1.0
497303,A0A0D1YJ13_9EURO,223,524,PF17681,1.0
497304,H6C3W3_EXODN,220,521,PF17681,1.0
497305,A0A2A9PHQ3_9HYPO,214,513,PF17681,1.0
497306,A0A0M8N5N8_9HYPO,225,532,PF17681,1.0
497307,A0A084FU76_9PEZI,219,520,PF17681,1.0
497308,S3CCH4_OPHP1,281,586,PF17681,1.0
497309,A0A1W2TME2_ROSNE,241,540,PF17681,1.0
497310,A0A136J0M6_9PEZI,243,541,PF17681,1.0
497311,G4MW60_MAGO7,227,529,PF17681,1.0
497312,A0A094CKG2_9PEZI,219,523,PF17681,1.0
497313,A0A0B1P1W3_UNCNE,223,527,PF17681,1.0
497314,N1JLU0_BLUG1,216,519,PF17681,1.0
497315,A0A0D1Y0L4_9PEZI,239,542,PF17681,1.0
497316,R0IT82_SETT2,211,515,PF17681,1.0
497317,B6K0Q1_SCHJY,151,444,PF17681,1.0
497318,Q6CCF8_YARLI,157,445,PF17681,1.0
497319,I2H1U2_TETBL,228,503,PF17681,1.0
497320,A7TGH7_VANPO,185,461,PF17681,1.0
497321,H2B0X8_KAZAF,190,472,PF17681,1.0
497322,C4R227_KOMPG,183,461,PF17681,1.0
497323,W1Q7E9_OGAPD,197,469,PF17681,1.0
497324,R4XGR7_TAPDE,27,335,PF17681,1.0
497325,A7SRN9_NEMVE,251,557,PF17681,1.0
497326,C3ZE96_BRAFL,250,550,PF17681,1.0
497327,T1JNK7_STRMM,224,506,PF17681,1.0
497328,K1QVU3_CRAGI,270,566,PF17681,1.0
497329,V3ZZ97_LOTGI,189,477,PF17681,1.0
497330,B3RTZ1_TRIAD,10,312,PF17681,1.0
497331,E0VBX8_PEDHC,275,573,PF17681,1.0
497332,D6WM36_TRICA,203,497,PF17681,1.0
497333,N6UGM5_DENPD,208,495,PF17681,1.0
497334,F2U0W7_SALR5,201,501,PF17681,1.0
497335,A0A068Y834_ECHMU,201,533,PF17681,1.0
497336,A0A024GMB5_9STRA,222,543,PF17681,1.0
497337,L8GGU8_ACACA,219,513,PF17681,1.0
497338,A0A075AMY6_9FUNG,168,435,PF17681,1.0
497339,Q383E4_TRYB2,202,481,PF17681,1.0
497340,Q4DTN0_TRYCC,187,466,PF17681,1.0
497341,A2E1L0_TRIVA,44,320,PF17681,1.0
497342,A0A0N5DZX8_TRIMR,194,483,PF17681,1.0
497343,A0A0V0XUR0_TRIPS,160,447,PF17681,1.0
497344,R4XC83_TAPDE,60,391,PF17681,1.0
497345,A0A0A1N2M0_9FUNG,98,466,PF17681,1.0
497346,A0A162PZN3_PHYB8,86,415,PF17681,1.0
497347,A0BDB2_PARTE,148,433,PF17681,1.0
497348,J9G491_9SPIT,180,509,PF17681,1.0
497349,A0A176VV10_MARPO,273,564,PF17681,1.0
497350,D8TB27_SELML,64,355,PF17681,1.0
497351,W1NU40_AMBTC,66,357,PF17681,1.0
497352,A0A0K9PVY1_ZOSMR,66,357,PF17681,1.0
497353,M0T1A3_MUSAM,63,354,PF17681,1.0
497354,A0A0L0D4A4_THETB,14,309,PF17681,1.0
497355,A0A067QYV0_ZOONE,221,511,PF17681,1.0
497356,A0A0L0BRN3_LUCCU,216,509,PF17681,1.0
497357,B4J274_DROGR,80,376,PF17681,1.0
497358,B4KYS7_DROMO,85,378,PF17681,1.0
497359,B4LE65_DROVI,86,394,PF17681,1.0
497360,Q2M118_DROPS,70,372,PF17681,1.0
497361,B3M608_DROAN,94,396,PF17681,1.0
497362,B4HV98_DROSE,95,397,PF17681,1.0
497363,B4JX12_DROGR,294,584,PF17681,1.0
497364,A0A0Q9WDN2_DROVI,369,662,PF17681,1.0
497365,B3MQQ9_DROAN,314,607,PF17681,1.0
497366,B5DQ06_DROPS,145,436,PF17681,1.0
497367,B4GW52_DROPE,280,573,PF17681,1.0
497368,E1JJQ4_DROME,276,569,PF17681,1.0
497369,B4NCC7_DROWI,279,573,PF17681,1.0
497370,W5JU97_ANODA,238,530,PF17681,1.0
497371,A0A084WKN6_ANOSI,233,539,PF17681,1.0
497372,Q7Q703_ANOGA,246,536,PF17681,1.0
497373,D2A387_TRICA,194,483,PF17681,1.0
497374,B3RRP8_TRIAD,231,521,PF17681,1.0
497375,T1L132_TETUR,187,474,PF17681,1.0
497376,A7RR43_NEMVE,51,347,PF17681,1.0
497377,H2ZE08_CIOSA,19,308,PF17681,1.0
497378,W4XA84_STRPU,209,500,PF17681,1.0
497379,D8LBZ5_ECTSI,634,942,PF17681,1.0
497380,W4HBM7_9STRA,491,801,PF17681,1.0
140160,Q114Y4_TRIEI,78,266,PF03924,1.0
140161,K9S6Y7_9CYAN,52,240,PF03924,1.0
140162,B7JZX3_CYAP8,87,271,PF03924,1.0
140163,K9TIK7_9CYAN,87,278,PF03924,1.0
140164,K9VEZ9_9CYAN,87,273,PF03924,1.0
140165,I3YBB8_THIV6,60,206,PF03924,1.0
140166,Q2W4V8_MAGSA,89,234,PF03924,1.0
140167,K9VNM4_9CYAN,75,223,PF03924,1.0
140168,K9W8D9_9CYAN,75,222,PF03924,1.0
140169,D3S982_THISK,96,250,PF03924,1.0
140170,W8LA34_HALHR,60,208,PF03924,1.0
140171,A1K2L2_AZOSB,65,212,PF03924,1.0
140172,K0I1R5_9BURK,84,233,PF03924,1.0
140173,Q219B0_RHOPB,108,292,PF03924,1.0
140174,G8QNF4_DECSP,93,271,PF03924,1.0
140175,A1K2I8_AZOSB,87,268,PF03924,1.0
140176,A7ICB7_XANP2,80,288,PF03924,1.0
140177,I0IHL4_PHYMF,72,260,PF03924,1.0
140178,Q12H73_POLSJ,65,250,PF03924,1.0
140179,G4QFV2_GLANF,57,243,PF03924,1.0
140180,V6F4D7_9PROT,86,266,PF03924,1.0
140181,G7ZIA9_AZOL4,105,291,PF03924,1.0
140182,Q1GF37_RUEST,79,254,PF03924,1.0
140183,Q47X60_COLP3,99,279,PF03924,1.0
140184,K0C646_CYCSP,90,268,PF03924,1.0
140185,K4KJ54_SIMAS,76,256,PF03924,1.0
140186,A7HB30_ANADF,89,270,PF03924,1.0
140187,Q2IJN1_ANADE,84,269,PF03924,1.0
140188,Q1CX17_MYXXD,61,251,PF03924,1.0
140189,F6IK42_9SPHN,137,319,PF03924,1.0
140190,Q2N855_ERYLH,71,253,PF03924,1.0
140191,G2IP39_9SPHN,89,271,PF03924,1.0
140192,F2J6V0_POLGS,70,258,PF03924,1.0
140193,Q98FM2_RHILO,70,258,PF03924,1.0
140194,Q1GRC4_SPHAL,74,279,PF03924,1.0
140195,Q08QK2_STIAD,62,252,PF03924,1.0
140196,A0A068NN91_9BACT,82,269,PF03924,1.0
140197,W0RB56_9BACT,134,324,PF03924,1.0
140198,B0UGP9_METS4,40,230,PF03924,1.0
140199,B1M9G3_METRJ,90,278,PF03924,1.0
140200,B4RFD4_PHEZH,83,270,PF03924,1.0
140201,K9U3Z3_9CYAN,81,269,PF03924,1.0
140202,K9XGZ6_9CHRO,81,269,PF03924,1.0
140203,K9TEX2_9CYAN,81,270,PF03924,1.0
140204,K0HT62_9BURK,102,281,PF03924,1.0
140205,B2JN77_PARP8,73,261,PF03924,1.0
140206,Q141P4_PARXL,70,258,PF03924,1.0
140207,V6F941_9PROT,76,261,PF03924,1.0
140208,Q2W343_MAGSA,76,261,PF03924,1.0
140209,Q478M9_DECAR,83,269,PF03924,1.0
140210,D0KWD4_HALNC,274,462,PF03924,1.0
140211,H0PUF6_9RHOO,94,283,PF03924,1.0
140212,G8AIX9_AZOBR,63,252,PF03924,1.0
140213,B3E2W3_GEOLS,105,293,PF03924,1.0
140214,S6B0V0_9PROT,77,266,PF03924,1.0
140215,D5CRF7_SIDLE,79,272,PF03924,1.0
140216,H8GLC0_METAL,65,257,PF03924,1.0
140217,G4T144_META2,60,248,PF03924,1.0
140218,Q39ST9_GEOMG,89,277,PF03924,1.0
140219,H5WI28_9BURK,103,291,PF03924,1.0
140220,Q21FR1_SACD2,95,283,PF03924,1.0
140221,D3RTB4_ALLVD,74,266,PF03924,1.0
140222,W0E565_MARPU,91,279,PF03924,1.0
140223,Q2SEH6_HAHCH,90,278,PF03924,1.0
140224,A4Y0E4_PSEMY,86,274,PF03924,1.0
140225,A4VRL0_PSEU5,32,220,PF03924,1.0
140226,D9SIS9_GALCS,75,263,PF03924,1.0
140227,A1SAF9_SHEAM,60,243,PF03924,1.0
140228,Q8EJC3_SHEON,87,273,PF03924,1.0
140229,Q7ULL8_RHOBA,92,280,PF03924,1.0
140230,A1SVU7_PSYIN,82,271,PF03924,1.0
140231,Q3SJ06_THIDA,83,267,PF03924,1.0
140232,G2J2T4_PSEUL,69,261,PF03924,1.0
140233,C4L7R2_TOLAT,82,274,PF03924,1.0
140234,B5EJ10_GEOBB,88,276,PF03924,1.0
140235,I1XM00_METNJ,105,293,PF03924,1.0
140236,I1YH37_METFJ,59,246,PF03924,1.0
140237,U5NEM6_9BURK,87,275,PF03924,1.0
140238,Q5NZA1_AROAE,88,275,PF03924,1.0
140239,C4ZNX8_THASP,71,258,PF03924,1.0
140240,Q3IF69_PSEHT,252,436,PF03924,1.0
140241,E1SU35_FERBD,70,255,PF03924,1.0
140242,B0BZA1_ACAM1,72,256,PF03924,1.0
140243,D4ZFW6_SHEVD,75,265,PF03924,1.0
140244,Q6AK77_DESPS,78,262,PF03924,1.0
140245,U4KHJ2_9VIBR,76,268,PF03924,1.0
140246,C1DGR9_AZOVD,64,248,PF03924,1.0
140247,Q21F90_SACD2,256,436,PF03924,1.0
140248,M5DMG3_9GAMM,256,442,PF03924,1.0
140249,Q47XD7_COLP3,252,452,PF03924,1.0
140250,Q2SDA7_HAHCH,285,471,PF03924,1.0
140251,K4KIR6_SIMAS,260,441,PF03924,1.0
140252,M4UNQ9_9GAMM,73,254,PF03924,1.0
140253,I2F3X4_9BACT,312,497,PF03924,1.0
140254,Q2W8H8_MAGSA,104,299,PF03924,1.0
140255,Q3A8D4_PELCD,72,262,PF03924,1.0
140256,S6AHN4_PSERE,88,272,PF03924,1.0
140257,Q4KFI5_PSEF5,87,274,PF03924,1.0
140258,Q88L38_PSEPK,87,274,PF03924,1.0
140259,Q883N8_PSESM,123,304,PF03924,1.0
140260,D8IZ22_HERSS,78,273,PF03924,1.0
140261,G0AJ72_COLFT,77,272,PF03924,1.0
140262,A4G2U1_HERAR,63,263,PF03924,1.0
372451,A8L2W6_FRASN,67,430,PF04286,1.0
372452,Q0RHI4_FRAAA,59,422,PF04286,1.0
372453,Q2J921_FRACC,69,432,PF04286,1.0
372454,A6W7K8_KINRD,60,423,PF04286,1.0
372455,A1SHC0_NOCSJ,56,419,PF04286,1.0
372456,Q82D03_STRAW,90,453,PF04286,1.0
372457,A1R1S2_PAEAT,83,446,PF04286,1.0
372458,B2HQT8_MYCMM,63,425,PF04286,1.0
372459,Q0SEX3_RHOJR,99,462,PF04286,1.0
372460,Q5YP29_NOCFA,81,444,PF04286,1.0
372461,Q4JSV1_CORJK,67,430,PF04286,1.0
372462,Q6NJM3_CORDI,56,419,PF04286,1.0
372463,Q8NTD1_CORGL,51,414,PF04286,1.0
372464,Q8FSJ8_COREF,97,460,PF04286,1.0
372465,A4FQ31_SACEN,37,400,PF04286,1.0
372466,A9WJ01_CHLAA,49,411,PF04286,1.0
372467,B8I8N8_CLOCE,55,417,PF04286,1.0
372468,A5N5I3_CLOK5,36,406,PF04286,1.0
372469,Q97K26_CLOAB,39,385,PF04286,1.0
372470,Q24S40_DESHY,81,432,PF04286,1.0
372471,Q97K25_CLOAB,41,412,PF04286,1.0
372472,A5N5I4_CLOK5,41,433,PF04286,1.0
372473,Q24S41_DESHY,41,421,PF04286,1.0
372474,B1YMD4_EXIS2,45,421,PF04286,1.0
372475,A6LZN7_CLOB8,60,434,PF04286,1.0
372476,Q813R3_BACCR,40,415,PF04286,1.0
372477,A5FJ25_FLAJ1,48,412,PF04286,1.0
372478,Q2YD32_NITMU,60,424,PF04286,1.0
372479,Q5NQU0_ZYMMO,50,417,PF04286,1.0
372480,Q2G2Z7_NOVAD,36,401,PF04286,1.0
372481,Q2N6A0_ERYLH,59,425,PF04286,1.0
372482,Q1GVX8_SPHAL,56,421,PF04286,1.0
372483,A5VFL4_SPHWW,59,423,PF04286,1.0
372484,Q2W8R1_MAGSA,55,413,PF04286,1.0
372485,Q0BSG8_GRABC,83,449,PF04286,1.0
372486,A5G074_ACICJ,54,420,PF04286,1.0
372487,Q89R84_BRADU,59,425,PF04286,1.0
372488,Q98L77_RHILO,62,428,PF04286,1.0
372489,A1VIR8_POLNA,74,441,PF04286,1.0
372490,A4VNM5_PSEU5,50,419,PF04286,1.0
372491,Q7VWP8_BORPE,49,423,PF04286,1.0
372492,Q8P884_XANCP,55,431,PF04286,1.0
372493,Q9PDV1_XYLFA,67,441,PF04286,1.0
372494,A9BSD3_DELAS,64,438,PF04286,1.0
372495,A1TJV7_ACIAC,49,423,PF04286,1.0
372496,A1W350_ACISJ,69,443,PF04286,1.0
372497,A7MG58_CROS8,44,418,PF04286,1.0
372498,A6THT0_KLEP7,48,422,PF04286,1.0
372499,YJIN_ECOLI,44,417,PF04286,1.0
372500,Q63J35_BURPS,46,418,PF04286,1.0
372501,Q13MG7_PARXL,44,418,PF04286,1.0
372502,B2JUN1_PARP8,44,418,PF04286,1.0
372503,Q5P497_AROAE,98,475,PF04286,1.0
372504,Q39Z52_GEOMG,45,419,PF04286,1.0
372505,B3E919_GEOLS,45,419,PF04286,1.0
372506,B5E8S8_GEOBB,46,420,PF04286,1.0
372507,A1AUW4_PELPD,45,419,PF04286,1.0
1094827,Q15Y96_PSEA6,9,200,PF03695,1.0
1094828,Q6LP52_PHOPR,7,179,PF03695,1.0
1094829,Q9KR15_VIBCH,2,176,PF03695,1.0
1094830,F7YPX6_VIBA7,7,179,PF03695,1.0
1094831,Q2SEB0_HAHCH,26,211,PF03695,1.0
1094832,K0C694_CYCSP,8,175,PF03695,1.0
1094833,Q603N2_METCA,8,171,PF03695,1.0
